   1.0000000e+03   1.4677993e+03   2.1544347e+03   3.1622777e+03   4.6415888e+03   6.8129207e+03   1.0000000e+04   1.4677993e+04   2.1544347e+04   3.1622777e+04   4.6415888e+04   6.8129207e+04   1.0000000e+05   1.4677993e+05   2.1544347e+05   3.1622777e+05   4.6415888e+05   6.8129207e+05   1.0000000e+06   1.4677993e+06   2.1544347e+06   3.1622777e+06   4.6415888e+06   6.8129207e+06   1.0000000e+07
   6.8214170e-03   1.8879551e-03   3.2635081e-03   3.4592158e-03   1.5361958e-03   7.9201521e-03   2.3048098e-02   2.2344562e-02   5.5367282e-02   8.0981700e-02   1.2859373e-01   1.7068065e-01   2.6317303e-01   3.6333317e-01   4.8437932e-01   6.3176311e-01   7.6309392e-01   8.8787040e-01   9.8388360e-01   1.0385289e+00   1.0737621e+00   1.0942202e+00   1.1059913e+00   1.1385647e+00   1.1610976e+00
   2.9688950e-02   1.8440745e-02   2.2198035e-02   3.0668236e-03   1.0891688e-02   7.0371933e-03   1.7301331e-02   2.4581284e-02   5.1959601e-02   6.2041739e-02   9.7094414e-02   1.2507341e-01   1.7533361e-01   2.5068853e-01   3.4906342e-01   4.7248715e-01   5.9627481e-01   7.4037630e-01   8.3473643e-01   9.2669159e-01   9.7691296e-01   1.0210368e+00   1.0493335e+00   1.0781365e+00   1.1074667e+00
   1.9523015e-02   4.8268087e-03   3.7761742e-03   6.9150611e-03   2.9856282e-03   1.2271703e-02   4.3603333e-02   5.9604264e-02   7.0726273e-02   1.0350776e-01   1.5309253e-01   2.0605706e-01   2.6265002e-01   3.6526636e-01   4.7750075e-01   6.3672578e-01   7.7199163e-01   8.9484350e-01   9.8806860e-01   1.0479720e+00   1.0845236e+00   1.1097272e+00   1.1325108e+00   1.1495402e+00   1.1972488e+00
   2.3947282e-02   1.2404535e-02   5.8008765e-03   1.9917949e-01   1.5121668e-01   1.5660905e-01   1.6102272e-01   1.7388584e-01   2.0495550e-01   2.1175352e-01   2.3838425e-01   2.7838324e-01   3.3958777e-01   4.3205596e-01   5.3795068e-01   6.8185364e-01   8.1536699e-01   9.3700314e-01   1.0193953e+00   1.0930521e+00   1.1344276e+00   1.1617975e+00   1.1902330e+00   1.2122821e+00   1.2451364e+00
   4.6388110e-03   4.6271299e-03   7.8270789e-03   3.7967786e-03   1.0348194e-02   2.5999815e-03   1.8816670e-02   3.2009462e-02   5.3118666e-02   7.3147957e-02   9.7401319e-02   1.6161688e-01   2.2227403e-01   3.0546318e-01   4.3162640e-01   5.6744918e-01   7.1438171e-01   8.3692655e-01   9.2860215e-01   9.8563289e-01   1.0558537e+00   1.0565501e+00   1.0833312e+00   1.1106280e+00   1.1463651e+00
   4.3462379e-03   1.1549096e-02   9.1179042e-03   1.4386191e-02   2.2362363e-03   1.4462567e-02   2.7117480e-02   3.8752094e-02   5.0517185e-02   7.6364036e-02   1.1490082e-01   1.5805755e-01   2.2899776e-01   3.0590268e-01   4.1823845e-01   5.6397586e-01   7.0084189e-01   8.2525300e-01   9.1762770e-01   1.0090860e+00   1.0582861e+00   1.0654838e+00   1.0883888e+00   1.1207039e+00   1.1479385e+00
   8.7490848e-03   2.9409629e-03   1.5325259e-02   9.5671921e-03   1.8924003e-02   2.5232126e-02   4.6884901e-02   5.9254425e-02   8.9206872e-02   1.1487563e-01   1.4142306e-01   1.9537711e-01   2.5903609e-01   3.4048442e-01   4.5054832e-01   5.8619599e-01   7.2712990e-01   8.6842311e-01   9.5056953e-01   1.0196335e+00   1.0615315e+00   1.0999274e+00   1.1153872e+00   1.1276457e+00   1.1621053e+00
   9.4800816e-03   1.0500931e-01   2.4772070e-02   1.0116862e-01   7.0429403e-03   1.1459082e-01   1.1273283e-01   9.7242306e-02   6.6600270e-02   7.8905557e-02   4.3011642e-02   6.3012352e-03   5.4456533e-02   1.3995897e-01   2.3027014e-01   3.7144358e-01   5.0923658e-01   6.4949245e-01   7.4287247e-01   8.2718986e-01   8.7570553e-01   9.3266053e-01   9.3782608e-01   9.7389005e-01   9.9526290e-01
   1.1333407e-02   1.0917411e-02   1.0376961e-02   1.9764827e-02   2.0408512e-02   1.6165409e-02   9.6797950e-03   2.1530551e-02   3.3965277e-02   5.9018397e-02   9.0047329e-02   1.3313492e-01   1.8194151e-01   2.7117746e-01   3.7164465e-01   5.0475814e-01   6.6753238e-01   7.7339345e-01   8.8589762e-01   9.4866688e-01   9.9685429e-01   1.0249763e+00   1.0541138e+00   1.0684317e+00   1.0987247e+00
   9.4268211e-03   8.6793796e-03   5.7721658e-03   7.4681305e-03   6.9304854e-03   1.6395055e-02   2.2627909e-02   3.3993733e-02   5.0706759e-02   7.1375436e-02   8.8435262e-02   1.4749983e-01   2.4654751e-01   3.1396735e-01   4.1760531e-01   5.5091551e-01   7.1356207e-01   8.1417432e-01   9.2629629e-01   9.8499687e-01   1.0412955e+00   1.0600737e+00   1.0833665e+00   1.0910745e+00   1.1208711e+00
